title,price,overview,popularity,release_date,runtime,tagline,,vote_average,vote_count,,original_language,original_title
Afro Samurai,6.99,"A Black samurai goes on a mission to avenge the wrongful death of his father in a futuristic feudal Japan.In the Afro Samurai world there are many headbands and they signify the best fighters in the world. If a person should hold number 1, they are referred to as a god among combatants, killers, and assassins. Afro Samurai's father was number one. That was until a cowboy mutant gunslinger named Justice shot him in the head. Now as number two, Afro seeks sweet, pure, and bloody revenge.",3.292097,04/01/2007,125,Nothing personal. It's just revenge.,,7.3,63,,en,Afro Samurai
The Revenant,6.99,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",23.501228,25/12/2015,156,"(n. One who has returned, as if from the dead.)",,7.3,6558,,en,The Revenant
One Minute Time Machine,7.99,"Every time the beautiful Regina rejects his advances, James pushes a red button and tries again, all the while unaware of the reality and consequences of his actions.",1.783273,29/03/2014,6,It's about him. It's about her. It's about time.,,8.2,17,,en,One Minute Time Machine
The True Cost,7.99,Film from Andrew Morgan.  The True Cost is a documentary film exploring the impact of fashion on people and the planet.,2.796878,29/05/2015,92,Who Pays the Price for Our Clothing?,,7.7,60,,en,The True Cost
Southpaw,6.99,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",12.370126,15/06/2015,123,Believe in Hope.,,7.3,2112,,en,Southpaw
Sicario,6.99,"A young female FBI agent joins a secret CIA operation to take down a Mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit.",19.511221,17/09/2015,121,The border is just another line to cross.,,7.2,2465,,en,Sicario
The Crisis of Civilization,7.99,"The Crisis Civilization is a documentary feature film investigating how global crises like ecological disaster, financial meltdown, dwindling oil reserves, terrorism and food shortages are converging symptoms of a single, failed global system. Proving that 'another world' is not merely possible, but on its way.",0.09348,27/03/2012,82,"Aware, Alert, Alive!",,8.3,2,,en,The Crisis of Civilization
Venetian Bird,7.99,"Private eye Edward Mercer (Richard Todd) travels to Venice to locate a man due a reward for his aid in the war. Shortly after arriving, he becomes the prime suspect in the murder of his local contact. In his quest to clear his name, Mercer uncovers a conspiracy. Even the local magistrate (George Coulouris) seems to be working against him, and Mercer begins to suspect the man he came to find is behind it all.",0.103727,01/10/1952,94,Behind Her Lush Beauty Lurked,,8,2,,en,Venetian Bird
Best of Enemies,6.99,"A documentary about the legendary series of nationally televised debates in 1968 between two great public intellectuals, the liberal Gore Vidal and the conservative William F. Buckley Jr. Intended as commentary on the issues of their day, these vitriolic and explosive encounters came to define the modern era of public discourse in the media, marking the big bang moment of our contemporary media landscape when spectacle trumped content and argument replaced substance. Best of Enemies delves into the entangled biographies of these two great thinkers and luxuriates in the language and the theater of their debates, begging the question, 'What has television done to the way we discuss politics in our democracy today?'",3.141893,31/07/2015,87,Buckley vs. Vidal. 2 Men. 10 Debates. Television Would Never Be The Same.,,7.2,61,,en,Best of Enemies
Colonia,6.99,"A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody ever escaped from.",10.156891,18/02/2016,120,There is no turning back,,7.4,566,,en,Colonia
Russian Terminator,7.99,An ex-mercenary is enlisted back into the life to rescue the boyfriend of the daughter of a powerful mogul.,0.039352,12/12/1989,87,The Ninja Mission Continued...,,8,1,,en,Russian Terminator
"Video Nasties: Moral Panic, Censorship & Videotape",6.99,"A documentary analyzing the furore which so-called ""video nasties"" caused in Britain during the 1980s.",0.376182,30/08/2010,72,72 films that changed Britain forever.,,7.2,9,,en,"Video Nasties: Moral Panic, Censorship & Videotape"
The Intern,6.99,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",15.651705,24/09/2015,121,Experience never gets old,,7.1,1926,,en,The Intern
Chelsea Handler Uganda Be Kidding Me Live,6.99,"A culmination of Chelsea Handler's stand-up comedy tour in support of her fourth New York Times #1 Bestseller, Uganda Be Kidding Me.",0.888914,10/10/2014,71,"I've decided to go on tour and support my new book, Uganda Be Kidding Me. I think we all know how much I love the sound of my own voice!",,7.1,14,,en,Chelsea Handler Uganda Be Kidding Me Live
The Paw Project,9.99,"This is a David and Goliath story of one veterinarian's battle to protect her patients (tigers, lions and even house cats) from big corporations, with their big corporate money, that will shamelessly do anything to animals to increase their bottom line. She starts a grassroots movement that is fueled by passion, but appears to be losing the battle. Then, unexpectedly, she realizes that the corporations accidentally left her a giant loophole. In a scramble to take advantage of this unforeseen gift, she leads the crusade passing legislation protecting animals from de-clawing in seven cities in just six weeks.",0.047234,27/09/2013,58,A story about the fight for those who have no voice.,,10,1,,en,The Paw Project
Room,7.99,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,12.443291,16/10/2015,117,Love knows no boundaries,,8.1,2838,,en,Room
Last Cab to Darwin,7.99,"Rex is a loner, and when he's told he doesn't have long to live, he embarks on an epic drive through the Australian outback from Broken Hill to Darwin to die on his own terms; but his journey reveals to him that before you can end your life, you have to live it, and to live it, you've got to share it.",2.303824,06/08/2015,124,It's never too late to start living.,,7.5,21,,en,Last Cab to Darwin
Bill Cosby: Far From Finished,6.99,"Bill Cosby shares his hilarious new observations on life and family in this comedy special, his first televised concert in 30 years.",0.560453,23/11/2013,95,If you think chocolate is just candy... think again.,,7.4,7,,en,Bill Cosby: Far From Finished
Sting of the Black Scorpion,7.99,"Cop by day, masked crusader by night, the fearless and sultry Black Scorpion must protect the City of Angels from a deadly trio of villains... the prosthetic machine gun Firearm, the time-controlling Clockwise, and vision-stealing Flashpoint.",0.422609,06/11/2002,84,FEEL HER STING,,8,1,,en,Sting of the Black Scorpion
"Family Guy Presents: Something, Something, Something, Dark Side",6.99,"The sequel to the Star Wars parody ""Blue Harvest"". Retells the story of Star Wars Episode V: The Empire Strikes Back as ""Blue Harvest"" did with Star Wars Episode IV: A New Hope, recasting characters from Family Guy into roles from the film.",8.266563,17/10/2009,44,"Something, Something, Something, Dark Side",,7.2,110,,en,"Family Guy Presents: Something, Something, Something, Dark Side"
Fatal Bond,7.99,"A young woman takes off with a charming stranger in Australia, then begins to think he's a killer.",1.523312,28/10/1991,89,It was a one-night stand that became a Fatal Bond.,,7.5,2,,en,Fatal Bond
Sakura Killers,7.99,Chuck Connors stars in this routine martial arts feature as the Colonel. He sends agents Sonny (Mike Kelly) and Dennis (George Nichols) to Taiwan in search of microfilm containing experiments on genetic engineering. The agents soon find themselves up against Japanese killers known as the Sakura who plan to sell United States secrets to the Soviet Union. Sonny and Dennis train with a martial arts master in order to fight the enemy and obtain the coveted microfilm.,0.01476,01/01/1987,86,Evil Ninjas. Traitors to their art. Who will stop them and the deadly power they hold?,,7.5,2,,en,Sakura Killers
Straight Outta Compton,7.99,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",21.183077,13/08/2015,147,The Story of N.W.A.,,7.7,1381,,en,Straight Outta Compton
